,train_loss,val_loss,train_IoU,val_IoU
0,0.13753123469650747,0.13474741950631142,0.27191194084783393,0.35305552929639816
1,0.11432208323644268,0.11203495301306247,0.40864326424068875,0.4710635870695114
2,0.09214019696745608,0.09836921393871308,0.525798871450954,0.5818004250526428
3,0.07714304810182916,0.07355092130601407,0.6147017811735471,0.6414510637521744
4,0.06878741029649973,0.0687548028305173,0.6550692154301537,0.657887440919876
5,0.0637255906023913,0.06389633268117904,0.6785236338774363,0.6805949300527573
6,0.06157169294440084,0.06596416458487511,0.690352248483234,0.6907226800918579
7,0.058867905702855855,0.05997778065502644,0.7038496365149816,0.6858362436294556
8,0.05792729032950269,0.06107100415974855,0.707829205526246,0.70371073782444
9,0.05695165586140421,0.06453112605959177,0.7151827338669036,0.6623018711805344
10,0.05533913703014453,0.05823618080466986,0.7219181468089422,0.7180174142122269
11,0.05460727715657817,0.060293391719460486,0.7262495312425825,0.6885643869638443
12,0.05333031908505493,0.05326032694429159,0.7298000070783827,0.7271565824747086
13,0.05279653130306138,0.058672315627336505,0.7334058880805969,0.6939856290817261
14,0.05213743510345618,0.05487749855965376,0.7367756992578507,0.7296621263027191
15,0.051998468405670586,0.05408469997346401,0.737068885895941,0.7203460395336151
16,0.052132941120200685,0.0526140570640564,0.7355131694012218,0.7293924659490585
17,0.05074701023598512,0.05439640320837498,0.7427575250466665,0.7176779091358185
18,0.05064258724451065,0.05571547951549292,0.7441037343608008,0.7214430630207062
19,0.05110276930241121,0.05473928153514862,0.7424309326542748,0.7177393436431885
20,0.05039453351249298,0.06383769325911999,0.7445829196108712,0.7054574698209762
21,0.049532714589602414,0.049928819946944716,0.7496711495849822,0.7438468724489212
22,0.04891376479839285,0.05258350614458322,0.7532828741603428,0.735361760854721
23,0.04843292628518409,0.052502012439072133,0.7547347204552757,0.7331849247217178
24,0.04823252541116542,0.05083062592893839,0.7550137188699511,0.7466630190610886
25,0.04771123979654577,0.05319810807704926,0.7583257509602441,0.7443940371274949
26,0.048371149371895523,0.05087549239397049,0.7531005909045537,0.739865842461586
27,0.04750069638507234,0.054897554218769073,0.7569821788205041,0.720873373746872
28,0.04804186920324961,0.050566064566373824,0.756633088323805,0.7514536619186402
29,0.04805210369328658,0.04909757897257805,0.755348629090521,0.7482936233282089
30,0.04672549795359373,0.048797822929918765,0.7610479017098745,0.7500216722488403
31,0.046618782977263136,0.049839749932289124,0.7616499821345012,0.751899141073227
32,0.046801103672219645,0.055031100660562514,0.7617926584349738,0.7197071373462677
33,0.046523471580197415,0.05133253969252109,0.7631236152516471,0.7501838386058808
34,0.046599594244940416,0.050910335034132004,0.7627133631043964,0.7409566551446914
35,0.04617302256325881,0.04962370097637177,0.7646108239889144,0.7435210198163986
36,0.046363998452822366,0.049145772494375704,0.7631401396460004,0.7365116536617279
37,0.045829438914855324,0.048873410746455195,0.7671907203065025,0.7427674323320389
38,0.045986417401582005,0.052472200617194174,0.7659228454033534,0.7324401468038559
39,0.045611669619878135,0.04716757144778967,0.7674778153498968,0.7607116967439651
40,0.0449577317159209,0.048419243469834325,0.7699659592575497,0.7576321423053741
41,0.04540093156198661,0.052175666019320485,0.7679696457253562,0.7196672081947326
42,0.045147119576318395,0.050277544930577275,0.7694548716147741,0.7514080435037613
43,0.045216696057468656,0.047923617996275425,0.7675095236963696,0.7506662219762802
44,0.0448862577892012,0.04796830601990223,0.7704614788293839,0.7587454825639725
45,0.0451761890306241,0.05173408966511488,0.7692508548498154,0.7229694485664367
46,0.04437766671180725,0.05109142456203699,0.7724569459756215,0.7464069932699203
47,0.04400602457010084,0.04813625831156969,0.7750758323404524,0.7620941460132599
48,0.04436252780465616,0.04626413621008396,0.7723227431376775,0.7646954476833343
49,0.04421244166377518,0.04944493286311626,0.7736110611094369,0.7547556102275849
