,train_loss,val_loss,train_IoU,val_IoU
0,0.10597340992341439,0.08233839124441147,0.49459231233793416,0.6393665939569473
1,0.059411787158913085,0.047701559215784076,0.7193201318383217,0.7752192616462708
2,0.04154775616609388,0.039267596695572136,0.7964818365044064,0.8092488527297974
3,0.0352368703422447,0.033044989220798016,0.8237458517154058,0.8387087941169739
4,0.032358062267303464,0.03330195415765047,0.8351188765631782,0.8352894306182861
5,0.029583832963059345,0.031422370206564666,0.8477401895655526,0.8422056823968888
6,0.028900972722719114,0.038138216454535724,0.8504534867074754,0.7933768272399903
7,0.026976576121523977,0.03793893838301301,0.8595278210110134,0.8165199667215347
8,0.02808494616506828,0.030471623130142688,0.8522753394312329,0.8344874948263168
9,0.026315279894818862,0.029764522239565848,0.8617351247204674,0.8460420548915863
10,0.02489089963750707,0.030921198893338442,0.8678780340486103,0.8423952102661133
11,0.024330850349118312,0.025569960381835698,0.8719518691301346,0.8633933126926422
12,0.02408861235405008,0.027452809363603593,0.8727575951152378,0.8568501859903336
13,0.024097359997944698,0.025440412294119596,0.8730772250228458,0.8655493795871735
14,0.023512484619600905,0.028081022761762144,0.8759977516200808,0.8552785784006118
15,0.022881970761550796,0.0253048128914088,0.878563740849495,0.8684087425470353
16,0.022572045618047317,0.0340722220018506,0.8794415990511576,0.8283181667327881
17,0.023146289033401345,0.029451308026909827,0.8757919367816713,0.8519748389720917
18,0.021825703249002498,0.023256206465885044,0.8822889788283242,0.8779037028551102
19,0.02150570923048589,0.02879827907308936,0.8837339460849762,0.8502567857503891
20,0.022432584651849337,0.024067974556237458,0.8799447258313496,0.870160722732544
21,0.02100267626034717,0.023806395567953588,0.886580867237515,0.8728217273950577
22,0.020905832594467533,0.026027473900467158,0.886547389626503,0.8649771094322205
23,0.02130008082733386,0.026819576602429153,0.8842244631714291,0.8619749486446381
24,0.020345048539133534,0.024372725654393433,0.8902549339665307,0.8720839232206344
25,0.019914507245024044,0.024066966958343983,0.8915651483668221,0.874435156583786
26,0.020145088413523304,0.03022581124678254,0.8905827220943239,0.8504942685365677
27,0.020035885295106304,0.0244287031237036,0.8911421706279119,0.871348649263382
28,0.019432895889298783,0.029067628271877765,0.8933199170562957,0.8604793012142181
29,0.01913598501123488,0.02314844708889723,0.8954234596755769,0.8780155688524246
30,0.018656493076640697,0.02418857365846634,0.8972077939245436,0.876329305768013
31,0.022385800764378575,0.025329549983143806,0.8807434992657768,0.8682808578014374
32,0.019500739303314023,0.02802168088965118,0.8930608308977551,0.8572604030370712
33,0.018512359841002357,0.029989834502339364,0.8989291697740555,0.8604799926280975
34,0.018217812437150212,0.0246363949496299,0.8995184732808007,0.871701928973198
35,0.017834144494392804,0.03523237211629748,0.901043395863639,0.8416226148605347
36,0.017677744871212375,0.024792421981692313,0.9023196091254552,0.8705963730812073
37,0.017416539896900455,0.02591326222755015,0.9030166526635488,0.8693262547254562
38,0.01681896091128389,0.02441514879465103,0.9062962740659714,0.8713560223579406
39,0.017723429911873406,0.024245207710191608,0.902531952990426,0.8738427788019181
40,0.016730798951660592,0.02543288776651025,0.9069184326463275,0.8691458135843277
41,0.016246736742970017,0.024404079560190438,0.9093033300505744,0.8740730434656143
42,0.015821902453899382,0.02846334408968687,0.9113597866561678,0.8570107519626617
43,0.015816976176574828,0.026635666284710167,0.911006396677759,0.8685482501983642
44,0.015450608751012219,0.026818411704152823,0.9132126920753055,0.8719730228185654
45,0.015188371229709851,0.027548925997689367,0.9144326617320379,0.8698027074337006
46,0.015452823896581928,0.02976718689315021,0.9127817332744599,0.8584523856639862
47,0.014753520069643856,0.025627528503537177,0.9170706752273772,0.8746729075908661
48,0.0144906060045792,0.025075998343527316,0.9183392935329013,0.8765778958797454
49,0.01459352803002629,0.02666575531475246,0.9179427822430929,0.8722408503293991
