,train_loss,val_loss,train_IoU,val_IoU
0,0.12279896405008105,0.10547886304557323,0.45152016601835687,0.5784166008234024
1,0.10162232261564996,0.09799021519720555,0.5926637053489685,0.6151233553886414
2,0.0973723490205076,0.09530342854559422,0.6115255494912465,0.6447935074567794
3,0.04416479594591591,0.03516140822321177,0.8050674302710428,0.8239422053098678
4,0.034338817466050386,0.04833556730300188,0.8187685638666153,0.7843990474939346
5,0.0304020243903829,0.033238609600812194,0.8368993987639745,0.8313255488872529
6,0.028221910032961102,0.03220822671428323,0.8479060192902883,0.8399792850017548
7,0.026057365464253558,0.028028400056064127,0.8581413166390525,0.8573162436485291
8,0.02479682152883874,0.028334387019276618,0.8648624916871389,0.8594881862401962
9,0.023635498848226334,0.028868580237030983,0.8693559474415249,0.853888776898384
10,0.022832595536278352,0.02745745787397027,0.8725979798369937,0.8585460364818573
11,0.021998658683151005,0.028811413422226907,0.877609834406111,0.8532278716564179
12,0.020260304538533093,0.027098899893462657,0.8868985440995958,0.8646022737026214
13,0.019544338072753614,0.02714642370119691,0.890559795498848,0.8691321045160294
14,0.018591529694903228,0.02685624184086919,0.8947861426406436,0.8635111421346664
15,0.01701791084681948,0.02730862218886614,0.9035274581776724,0.8688069432973862
16,0.016720876397771967,0.027790137100964785,0.9052107804351383,0.867720040678978
17,0.015783383743837476,0.02749347323551774,0.9097589608695772,0.868513947725296
18,0.01485363121351434,0.0285356177482754,0.9150282171037462,0.8623326659202576
19,0.014483475395374827,0.02919703098013997,0.9163285755448871,0.8661975651979447
20,0.013585800579231646,0.02828505290672183,0.9215944657723109,0.872076490521431
21,0.012775451726176673,0.030436698999255895,0.9264682044585546,0.8654840290546417
22,0.01210340299229655,0.030743909627199174,0.930161373813947,0.870739808678627
23,0.012201144644576643,0.03252304708585143,0.9296121418476104,0.8679209083318711
24,0.011568234281407462,0.031852019112557174,0.932770441306962,0.8701374858617783
25,0.010904403020524317,0.035438671708106995,0.9368632667594485,0.8614351958036423
26,0.010722758289840486,0.03267444968223572,0.9376779625813166,0.8722299605607986
27,0.010228730528615415,0.03283022828400135,0.9404995050695207,0.8714143425226212
28,0.009449018669935564,0.03458309192210436,0.944897269209226,0.8674607843160629
29,0.00953489798379855,0.034616816136986014,0.9441601014799542,0.8715518593788147
30,0.008943734183493588,0.03577046971768141,0.9479778074555927,0.871882751584053
31,0.008908244946764576,0.03585612680763006,0.9477659510241614,0.8710356742143631
32,0.00840212477164136,0.03542146403342485,0.9508346067534552,0.8745420187711715
33,0.008339038793928921,0.03431683331727982,0.9512130634652244,0.8741384357213974
34,0.008184986269204981,0.03627361813560128,0.9520543472634422,0.8737425953149796
35,0.008173352296257184,0.03498111302033067,0.9518791112634871,0.8715154439210892
36,0.007892899067761997,0.03597478326410055,0.953481391734547,0.8741890966892243
37,0.00782712565528022,0.03580497205257416,0.9539280600017972,0.8732961237430572
38,0.0077067118991787234,0.0375276786275208,0.9547842592000961,0.8733557313680649
39,0.00737457435267667,0.03712935606017709,0.9566063698795106,0.8759069681167603
40,0.007162085806743966,0.03810119414702058,0.9575036810504065,0.873107773065567
41,0.006981496644827227,0.03807551665231586,0.959099006652832,0.8767804086208344
42,0.006910245376639068,0.04048469280824065,0.9591308921575546,0.8753613233566284
43,0.006933806076024969,0.038648470770567656,0.9589888009760115,0.8752477139234542
44,0.0069958831131872205,0.03662739293649793,0.9587651732895109,0.876254090666771
45,0.00674596397827069,0.03954526856541633,0.9602563185824289,0.8746210187673569
46,0.0064087112977479896,0.03988430378958583,0.9620891256464852,0.8770294845104217
47,0.006347128945506281,0.040514726750552656,0.9625543587737613,0.877106922864914
48,0.006540239048707816,0.03738718284294009,0.9614960342645645,0.8782507687807083
49,0.006312409770261082,0.04039622973650694,0.9628575911124547,0.8780524760484696
